Age,Gender,EducationLevel,JobTitle,YearsOfExperience,Salary
39,Female,Master's Degree,Marketing Coordinator,11,120000
39,Female,Master's Degree,Marketing Coordinator,11,120000
39,Female,Master's Degree,Marketing Coordinator,11,120000
39,Female,Master's Degree,Marketing Coordinator,11,120000
28,Female,Bachelor's Degree,Marketing Coordinator,2,41000
40,Female,Master's Degree,Marketing Coordinator,12,122000
40,Female,Master's Degree,Marketing Coordinator,12,122000
40,Female,Master's Degree,Marketing Coordinator,12,122000
40,Female,Master's Degree,Marketing Coordinator,12,122000
40,Female,Master's Degree,Marketing Coordinator,12,122000
40,Female,Master's Degree,Marketing Coordinator,12,122000
40,Female,Master's Degree,Marketing Coordinator,12,122000
28,Female,Bachelor's Degree,Marketing Coordinator,2,41000
41,Female,Master's Degree,Marketing Coordinator,13,131000
41,Female,Master's Degree,Marketing Coordinator,13,131000
41,Female,Master's Degree,Marketing Coordinator,13,131000
41,Female,Master's Degree,Marketing Coordinator,13,131000
41,Female,Master's Degree,Marketing Coordinator,13,131000
41,Female,Master's Degree,Marketing Coordinator,13,131000
41,Female,Master's Degree,Marketing Coordinator,13,131000
41,Female,Master's Degree,Marketing Coordinator,13,131000
30,Female,Bachelor's Degree,Marketing Coordinator,4,58000
30,Female,Bachelor's Degree,Marketing Coordinator,4,58000
30,Female,Bachelor's Degree,Marketing Coordinator,4,58000
30,Female,Bachelor's Degree,Marketing Coordinator,4,58000
30,Female,Bachelor's Degree,Marketing Coordinator,4,58000
30,Female,Bachelor's Degree,Marketing Coordinator,4,58000
30,Female,Bachelor's Degree,Marketing Coordinator,4,58000
30,Female,Bachelor's Degree,Marketing Coordinator,4,58000
29,Female,Bachelor's Degree,Marketing Coordinator,3,55000
29,Female,Bachelor's Degree,Marketing Coordinator,3,55000
29,Female,Bachelor's Degree,Marketing Coordinator,3,55000
29,Female,Bachelor's Degree,Marketing Coordinator,3,55000
29,Female,Bachelor's Degree,Marketing Coordinator,3,55000
29,Female,Bachelor's Degree,Marketing Coordinator,3,55000
29,Female,Bachelor's Degree,Marketing Coordinator,3,55000
29,Female,Bachelor's Degree,Marketing Coordinator,3,55000
29,Female,Bachelor's Degree,Marketing Coordinator,3,55000
29,Female,Bachelor's Degree,Marketing Coordinator,3,55000
29,Female,Bachelor's Degree,Marketing Coordinator,3,55000
29,Female,Bachelor's Degree,Marketing Coordinator,3,55000
30,Female,Bachelor's Degree,Marketing Coordinator,4,57000
30,Female,Bachelor's Degree,Marketing Coordinator,4,57000
30,Female,Bachelor's Degree,Marketing Coordinator,4,57000
30,Female,Bachelor's Degree,Marketing Coordinator,4,57000
30,Female,Bachelor's Degree,Marketing Coordinator,4,57000
30,Female,Bachelor's Degree,Marketing Coordinator,4,57000
30,Female,Bachelor's Degree,Marketing Coordinator,4,57000
30,Female,Bachelor's Degree,Marketing Coordinator,4,57000
30,Female,Bachelor's Degree,Marketing Coordinator,4,57000
30,Female,Bachelor's Degree,Marketing Coordinator,4,57000
30,Female,Bachelor's Degree,Marketing Coordinator,4,57000
30,Female,Bachelor's Degree,Marketing Coordinator,4,57000
29,Female,Bachelor's Degree,Marketing Coordinator,4,65000
29,Female,Bachelor's Degree,Marketing Coordinator,4,65000
29,Female,Bachelor's Degree,Marketing Coordinator,4,65000
29,Female,Bachelor's Degree,Marketing Coordinator,4,65000
29,Female,Bachelor's Degree,Marketing Coordinator,4,65000
29,Female,Bachelor's Degree,Marketing Coordinator,4,65000
29,Female,Bachelor's Degree,Marketing Coordinator,4,65000
29,Female,Bachelor's Degree,Marketing Coordinator,4,65000
30,Female,Bachelor's Degree,Marketing Coordinator,4,65000
30,Female,Bachelor's Degree,Marketing Coordinator,4,65000
30,Female,Bachelor's Degree,Marketing Coordinator,4,65000
30,Female,Bachelor's Degree,Marketing Coordinator,4,65000
30,Female,Bachelor's Degree,Marketing Coordinator,4,65000
30,Female,Bachelor's Degree,Marketing Coordinator,4,65000
30,Female,Bachelor's Degree,Marketing Coordinator,4,65000
30,Female,Bachelor's Degree,Marketing Coordinator,4,65000
31,Female,Bachelor's Degree,Marketing Coordinator,4,65000
31,Female,Bachelor's Degree,Marketing Coordinator,4,65000
31,Female,Bachelor's Degree,Marketing Coordinator,4,65000
31,Female,Bachelor's Degree,Marketing Coordinator,4,65000
31,Female,Bachelor's Degree,Marketing Coordinator,4,65000
31,Female,Bachelor's Degree,Marketing Coordinator,4,65000
31,Female,Bachelor's Degree,Marketing Coordinator,4,65000
31,Female,Bachelor's Degree,Marketing Coordinator,4,65000
27,Female,Bachelor's Degree,Marketing Coordinator,2,50000
30,Female,Bachelor's Degree,Marketing Coordinator,5,85000
30,Female,Bachelor's Degree,Marketing Coordinator,5,85000
30,Female,Bachelor's Degree,Marketing Coordinator,5,85000
30,Female,Bachelor's Degree,Marketing Coordinator,5,85000
30,Female,Bachelor's Degree,Marketing Coordinator,5,85000
30,Female,Bachelor's Degree,Marketing Coordinator,5,85000
30,Female,Bachelor's Degree,Marketing Coordinator,5,85000
30,Female,Bachelor's Degree,Marketing Coordinator,5,85000
28,Female,Bachelor's Degree,Marketing Coordinator,3,60000
30,Female,Bachelor's Degree,Marketing Coordinator,5,90000
30,Female,Bachelor's Degree,Marketing Coordinator,5,90000
30,Female,Bachelor's Degree,Marketing Coordinator,5,90000
30,Female,Bachelor's Degree,Marketing Coordinator,5,90000
30,Female,Bachelor's Degree,Marketing Coordinator,5,90000
30,Female,Bachelor's Degree,Marketing Coordinator,5,90000
30,Female,Bachelor's Degree,Marketing Coordinator,5,90000
28,Female,Bachelor's Degree,Marketing Coordinator,3,60000
30,Female,Bachelor's Degree,Marketing Coordinator,5,90000
30,Female,Bachelor's Degree,Marketing Coordinator,5,90000
30,Female,Bachelor's Degree,Marketing Coordinator,5,90000
30,Female,Bachelor's Degree,Marketing Coordinator,5,90000
30,Female,Bachelor's Degree,Marketing Coordinator,5,90000
30,Female,Bachelor's Degree,Marketing Coordinator,5,90000
30,Female,Bachelor's Degree,Marketing Coordinator,5,90000
27,Male,phd,Marketing Coordinator,7,120000
28,Female,Bachelor's Degree,Marketing Coordinator,3,60000
30,Female,Bachelor's Degree,Marketing Coordinator,5,90000
30,Female,Bachelor's Degree,Marketing Coordinator,5,90000
30,Female,Bachelor's Degree,Marketing Coordinator,5,90000
30,Female,Bachelor's Degree,Marketing Coordinator,5,90000
30,Female,Bachelor's Degree,Marketing Coordinator,5,90000
30,Female,Bachelor's Degree,Marketing Coordinator,5,90000
30,Female,Bachelor's Degree,Marketing Coordinator,5,90000
29,Female,Bachelor's Degree,Marketing Coordinator,4,65000
30,Female,Bachelor's Degree,Marketing Coordinator,5,95000
30,Female,Bachelor's Degree,Marketing Coordinator,5,95000
30,Female,Bachelor's Degree,Marketing Coordinator,5,95000
30,Female,Bachelor's Degree,Marketing Coordinator,5,95000
30,Female,Bachelor's Degree,Marketing Coordinator,5,95000
30,Female,Bachelor's Degree,Marketing Coordinator,5,95000
30,Female,Bachelor's Degree,Marketing Coordinator,5,95000
30,Female,Bachelor's Degree,Marketing Coordinator,5,95000
30,Female,Bachelor's Degree,Marketing Coordinator,5,95000
30,Female,Bachelor's Degree,Marketing Coordinator,5,95000
30,Female,Bachelor's Degree,Marketing Coordinator,5,95000
30,Female,Bachelor's Degree,Marketing Coordinator,5,95000
30,Female,Bachelor's Degree,Marketing Coordinator,5,95000
30,Female,Bachelor's Degree,Marketing Coordinator,5,95000
30,Female,Bachelor's Degree,Marketing Coordinator,5,95000
38,Female,Master's Degree,Marketing Director,14,170000
38,Female,Master's Degree,Marketing Director,14,170000
38,Female,Master's Degree,Marketing Director,14,170000
38,Female,Master's Degree,Marketing Director,14,170000
36,Female,Master's Degree,Marketing Director,11,160000
36,Female,Master's Degree,Marketing Director,11,160000
36,Female,Master's Degree,Marketing Director,11,160000
36,Female,Master's Degree,Marketing Director,11,160000
36,Female,Master's Degree,Marketing Director,11,160000
35,Female,Master's Degree,Marketing Director,11,160000
35,Female,Master's Degree,Marketing Director,11,160000
35,Female,Master's Degree,Marketing Director,11,160000
35,Female,Master's Degree,Marketing Director,11,160000
35,Female,Master's Degree,Marketing Director,11,160000
37,Male,Master's Degree,Marketing Director,14,180000
37,Male,Master's Degree,Marketing Director,14,180000
37,Male,Master's Degree,Marketing Director,14,180000
37,Male,Master's Degree,Marketing Director,14,180000
37,Male,Master's Degree,Marketing Director,14,180000
37,Male,Master's Degree,Marketing Director,14,180000
37,Male,Master's Degree,Marketing Director,14,180000
37,Male,Master's Degree,Marketing Director,14,180000
37,Male,Master's Degree,Marketing Director,14,180000
37,Male,Master's Degree,Marketing Director,14,190000
37,Male,Master's Degree,Marketing Director,14,190000
37,Male,Master's Degree,Marketing Director,14,190000
37,Male,Master's Degree,Marketing Director,14,190000
37,Male,Master's Degree,Marketing Director,14,190000
37,Male,Master's Degree,Marketing Director,14,190000
37,Male,Master's Degree,Marketing Director,14,190000
37,Male,Master's Degree,Marketing Director,14,190000
37,Male,Master's Degree,Marketing Director,14,190000
37,Male,Master's Degree,Marketing Director,14,190000
37,Male,Master's Degree,Marketing Director,14,190000
37,Male,Master's Degree,Marketing Director,14,190000
37,Male,Master's Degree,Marketing Director,14,190000
37,Male,Master's Degree,Marketing Director,14,190000
37,Male,Master's Degree,Marketing Director,14,190000
37,Male,Master's Degree,Marketing Director,14,190000
37,Male,Master's Degree,Marketing Director,14,190000
37,Male,Master's Degree,Marketing Director,14,190000
37,Male,Master's Degree,Marketing Director,14,190000
37,Male,Master's Degree,Marketing Director,14,190000
37,Male,Master's Degree,Marketing Director,14,190000
37,Male,Master's Degree,Marketing Director,14,190000
37,Male,Master's Degree,Marketing Director,14,190000
37,Male,Master's Degree,Marketing Director,14,190000
38,Male,Master's Degree,Marketing Director,14,195000
38,Male,Master's Degree,Marketing Director,14,195000
38,Male,Master's Degree,Marketing Director,14,195000
38,Male,Master's Degree,Marketing Director,14,195000
38,Male,Master's Degree,Marketing Director,14,195000
38,Male,Master's Degree,Marketing Director,14,195000
38,Male,Master's Degree,Marketing Director,14,195000
38,Male,Master's Degree,Marketing Director,14,195000
38,Male,Master's Degree,Marketing Director,14,195000
38,Male,Master's Degree,Marketing Director,14,195000
38,Male,Master's Degree,Marketing Director,14,195000
38,Male,Master's Degree,Marketing Director,14,195000
38,Male,Master's Degree,Marketing Director,14,195000
38,Male,Master's Degree,Marketing Director,14,195000
38,Male,Master's Degree,Marketing Director,14,195000
38,Male,Master's Degree,Marketing Director,14,195000
38,Male,Master's Degree,Marketing Director,14,195000
33,Female,Master's Degree,Marketing Manager,7,90000
37,Female,Master's Degree,Marketing Manager,9,100000
38,Female,Master's Degree,Marketing Manager,10,110000
39,Female,Master's Degree,Marketing Manager,10,110000
39,Female,Master's Degree,Marketing Manager,10,110000
39,Female,Master's Degree,Marketing Manager,10,110000
39,Female,Master's Degree,Marketing Manager,10,110000
39,Female,Master's Degree,Marketing Manager,10,110000
39,Female,Master's Degree,Marketing Manager,10,110000
39,Female,Master's Degree,Marketing Manager,10,110000
38,Female,Master's Degree,Marketing Manager,9,100000
37,Female,Master's Degree,Marketing Manager,10,110000
38,Female,Master's Degree,Marketing Manager,10,110000
38,Female,Master's Degree,Marketing Manager,10,110000
38,Female,Master's Degree,Marketing Manager,10,110000
38,Female,Master's Degree,Marketing Manager,10,110000
38,Female,Master's Degree,Marketing Manager,10,110000
38,Female,Master's Degree,Marketing Manager,10,110000
38,Female,Master's Degree,Marketing Manager,10,110000
32,Female,Master's Degree,Marketing Manager,7,90000
39,Female,Master's Degree,Marketing Manager,11,120000
39,Female,Master's Degree,Marketing Manager,11,120000
39,Female,Master's Degree,Marketing Manager,11,120000
39,Female,Master's Degree,Marketing Manager,11,120000
39,Female,Master's Degree,Marketing Manager,11,120000
39,Female,Master's Degree,Marketing Manager,11,120000
39,Female,Master's Degree,Marketing Manager,11,120000
39,Female,Master's Degree,Marketing Manager,11,120000
27,Female,Master's Degree,Marketing Manager,3,60000
35,Female,Master's Degree,Marketing Manager,10,110000
35,Female,Master's Degree,Marketing Manager,10,110000
35,Female,Master's Degree,Marketing Manager,10,110000
35,Female,Master's Degree,Marketing Manager,10,110000
35,Female,Master's Degree,Marketing Manager,10,110000
35,Female,Master's Degree,Marketing Manager,10,110000
35,Female,Master's Degree,Marketing Manager,10,110000
35,Female,Master's Degree,Marketing Manager,10,110000
31,Female,Master's Degree,Marketing Manager,4,62000
36,Female,Master's Degree,Marketing Manager,11,117000
36,Female,Master's Degree,Marketing Manager,11,117000
36,Female,Master's Degree,Marketing Manager,11,117000
36,Female,Master's Degree,Marketing Manager,11,117000
36,Female,Master's Degree,Marketing Manager,11,117000
36,Female,Master's Degree,Marketing Manager,11,117000
36,Female,Master's Degree,Marketing Manager,11,117000
36,Female,Master's Degree,Marketing Manager,11,117000
31,Female,Master's Degree,Marketing Manager,5,68000
37,Female,Master's Degree,Marketing Manager,12,125000
37,Female,Master's Degree,Marketing Manager,12,125000
37,Female,Master's Degree,Marketing Manager,12,125000
37,Female,Master's Degree,Marketing Manager,12,125000
37,Female,Master's Degree,Marketing Manager,12,125000
37,Female,Master's Degree,Marketing Manager,12,125000
37,Female,Master's Degree,Marketing Manager,12,125000
37,Female,Master's Degree,Marketing Manager,12,125000
42,Female,Master's Degree,Marketing Manager,16,137000
49,Male,Master's Degree,Marketing Manager,23,228000
45,Male,Master's Degree,Marketing Manager,20,204000
32,Female,Master's Degree,Marketing Manager,6,77000
45,Male,Master's Degree,Marketing Manager,20,204000
45,Male,Master's Degree,Marketing Manager,20,204000
32,Female,Master's Degree,Marketing Manager,6,77000
45,Male,Master's Degree,Marketing Manager,20,204000
45,Male,Master's Degree,Marketing Manager,20,204000
32,Female,Master's Degree,Marketing Manager,6,77000
45,Male,Master's Degree,Marketing Manager,20,204000
45,Male,Master's Degree,Marketing Manager,20,204000
32,Female,Master's Degree,Marketing Manager,6,77000
45,Male,Master's Degree,Marketing Manager,20,204000
45,Male,Master's Degree,Marketing Manager,20,204000
32,Female,Master's Degree,Marketing Manager,6,77000
45,Male,Master's Degree,Marketing Manager,20,204000
45,Male,Master's Degree,Marketing Manager,20,204000
32,Female,Master's Degree,Marketing Manager,6,77000
45,Male,Master's Degree,Marketing Manager,20,204000
45,Male,Master's Degree,Marketing Manager,20,204000
32,Female,Master's Degree,Marketing Manager,6,77000
45,Male,Master's Degree,Marketing Manager,20,204000
45,Male,Master's Degree,Marketing Manager,20,204000
32,Female,Master's Degree,Marketing Manager,6,77000
28,Female,Master's Degree,Marketing Manager,7,110000
25,Female,Bachelor's Degree,Marketing Manager,3,65000
28,Female,Master's Degree,Marketing Manager,7,110000
25,Female,Bachelor's Degree,Marketing Manager,3,65000
28,Female,Master's Degree,Marketing Manager,7,110000
25,Female,Bachelor's Degree,Marketing Manager,3,65000
28,Female,Master's Degree,Marketing Manager,7,110000
25,Female,Bachelor's Degree,Marketing Manager,3,65000
28,Female,Master's Degree,Marketing Manager,7,110000
25,Female,Bachelor's Degree,Marketing Manager,3,65000
28,Female,Master's Degree,Marketing Manager,7,110000
25,Female,Bachelor's Degree,Marketing Manager,3,65000
28,Female,Master's Degree,Marketing Manager,7,110000
25,Female,Bachelor's Degree,Marketing Manager,3,65000
28,Female,Master's Degree,Marketing Manager,7,110000
25,Female,Bachelor's Degree,Marketing Manager,3,65000
28,Female,Master's Degree,Marketing Manager,7,110000
25,Female,Bachelor's Degree,Marketing Manager,3,65000
28,Female,Master's Degree,Marketing Manager,7,110000
33,Female,Bachelor's Degree,Marketing Manager,9,140000
25,Female,Bachelor's Degree,Marketing Manager,2,55000
25,Female,Bachelor's Degree,Marketing Manager,3,65000
28,Female,Master's Degree,Marketing Manager,7,110000
25,Female,Bachelor's Degree,Marketing Manager,3,65000
28,Female,Master's Degree,Marketing Manager,7,110000
25,Female,Bachelor's Degree,Marketing Manager,3,65000
28,Female,Master's Degree,Marketing Manager,7,110000
25,Female,Bachelor's Degree,Marketing Manager,3,65000
28,Female,Master's Degree,Marketing Manager,7,110000
25,Female,Bachelor's Degree,Marketing Manager,3,65000
28,Female,Master's Degree,Marketing Manager,7,110000
25,Female,Bachelor's Degree,Marketing Manager,3,65000
28,Female,Master's Degree,Marketing Manager,7,110000
25,Female,Bachelor's Degree,Marketing Manager,3,65000
28,Female,Master's Degree,Marketing Manager,7,110000
25,Female,Bachelor's Degree,Marketing Manager,3,65000
28,Female,Master's Degree,Marketing Manager,7,110000
39,Female,Master's Degree,Marketing Manager,12,150000
33,Male,Bachelor's Degree,Marketing Manager,7,110000
39,Female,Master's Degree,Marketing Manager,12,150000
33,Male,Bachelor's Degree,Marketing Manager,7,110000
39,Female,Master's Degree,Marketing Manager,12,150000
33,Male,Bachelor's Degree,Marketing Manager,7,110000
39,Female,Master's Degree,Marketing Manager,12,150000
33,Male,Bachelor's Degree,Marketing Manager,7,110000
39,Female,Master's Degree,Marketing Manager,12,150000
33,Male,Bachelor's Degree,Marketing Manager,7,110000
34,Male,Bachelor's Degree,Marketing Manager,9,130000
39,Female,Master's Degree,Marketing Manager,14,170000
34,Male,Bachelor's Degree,Marketing Manager,9,130000
39,Female,Master's Degree,Marketing Manager,14,170000
34,Male,Bachelor's Degree,Marketing Manager,9,130000
39,Female,Master's Degree,Marketing Manager,14,170000
34,Male,Bachelor's Degree,Marketing Manager,9,130000
39,Female,Master's Degree,Marketing Manager,14,170000
34,Male,Bachelor's Degree,Marketing Manager,9,130000
33,Male,Bachelor's Degree,Marketing Manager,9,130000
38,Female,Master's Degree,Marketing Manager,14,170000
33,Male,Bachelor's Degree,Marketing Manager,9,130000
38,Female,Master's Degree,Marketing Manager,14,170000
33,Male,Bachelor's Degree,Marketing Manager,9,130000
38,Female,Master's Degree,Marketing Manager,14,170000
33,Male,Bachelor's Degree,Marketing Manager,9,130000
38,Female,Master's Degree,Marketing Manager,14,170000
33,Male,Bachelor's Degree,Marketing Manager,9,130000
33,Male,Master's Degree,Marketing Manager,9,130000
33,Female,Master's Degree,Marketing Manager,9,130000
33,Female,Master's Degree,Marketing Manager,9,130000
33,Female,Master's Degree,Marketing Manager,9,130000
33,Female,Master's Degree,Marketing Manager,9,130000
33,Female,Master's Degree,Marketing Manager,9,130000
33,Female,Master's Degree,Marketing Manager,9,130000
33,Female,Master's Degree,Marketing Manager,9,130000
33,Female,Master's Degree,Marketing Manager,9,130000
31,Female,Bachelor's Degree,Marketing Manager,7,100000
33,Female,Master's Degree,Marketing Manager,8,120000
33,Female,Master's Degree,Marketing Manager,9,130000
33,Female,Master's Degree,Marketing Manager,9,130000
33,Female,Master's Degree,Marketing Manager,9,130000
33,Female,Master's Degree,Marketing Manager,9,130000
33,Female,Master's Degree,Marketing Manager,9,130000
33,Female,Master's Degree,Marketing Manager,9,130000
33,Female,Master's Degree,Marketing Manager,9,130000
33,Female,Master's Degree,Marketing Manager,9,130000
32,Female,Master's Degree,Marketing Manager,8,120000
31,Female,Bachelor's Degree,Marketing Manager,7,100000
33,Female,Master's Degree,Marketing Manager,8,120000
33,Female,Master's Degree,Marketing Manager,9,130000
33,Female,Master's Degree,Marketing Manager,9,130000
33,Female,Master's Degree,Marketing Manager,9,130000
33,Female,Master's Degree,Marketing Manager,9,130000
33,Female,Master's Degree,Marketing Manager,9,130000
33,Female,Master's Degree,Marketing Manager,9,130000
33,Female,Master's Degree,Marketing Manager,9,130000
31,Female,Bachelor's Degree,Marketing Manager,7,100000
33,Female,Master's Degree,Marketing Manager,8,120000
33,Female,Master's Degree,Marketing Manager,9,130000
33,Female,Master's Degree,Marketing Manager,9,130000
33,Female,Master's Degree,Marketing Manager,9,130000
33,Female,Master's Degree,Marketing Manager,9,130000
33,Female,Master's Degree,Marketing Manager,9,130000
33,Female,Master's Degree,Marketing Manager,9,130000
33,Female,Master's Degree,Marketing Manager,9,130000
32,Female,Bachelor's Degree,Marketing Manager,8,115000
33,Female,Master's Degree,Marketing Manager,9,135000
33,Female,Master's Degree,Marketing Manager,9,135000
33,Female,Master's Degree,Marketing Manager,9,135000
33,Female,Master's Degree,Marketing Manager,9,135000
33,Female,Master's Degree,Marketing Manager,9,135000
33,Female,Master's Degree,Marketing Manager,9,135000
33,Female,Master's Degree,Marketing Manager,9,135000
33,Female,Master's Degree,Marketing Manager,9,135000
32,Female,Bachelor's Degree,Marketing Manager,7,120000
33,Female,Master's Degree,Marketing Manager,9,135000
33,Female,Master's Degree,Marketing Manager,9,135000
33,Female,Master's Degree,Marketing Manager,9,135000
33,Female,Master's Degree,Marketing Manager,9,135000
33,Female,Master's Degree,Marketing Manager,9,135000
33,Female,Master's Degree,Marketing Manager,9,135000
33,Female,Master's Degree,Marketing Manager,9,135000
33,Female,Master's Degree,Marketing Manager,9,135000
37,Male,phd,Marketing Manager,7,90000
39,Male,phd,Marketing Manager,10,100000
31,Female,phd,Marketing Manager,6,75000
35,Male,phd,Marketing Manager,7,90000
37,Female,Bachelor's Degree,Marketing Manager,7,90000
35,Male,phd,Marketing Manager,8,80000
43,Female,Bachelor's Degree,Marketing Manager,12,120000
46,Female,Master's Degree,Marketing Manager,14,140000
27,Female,phd,Marketing Manager,4,55000
43,Female,Bachelor's Degree,Marketing Manager,12,120000
35,Female,phd,Marketing Manager,8,80000
45,Male,Master's Degree,Marketing Manager,13,130000
27,Male,phd,Marketing Manager,4,55000
45,Male,Master's Degree,Marketing Manager,13,130000
27,Male,phd,Marketing Manager,4,55000
45,Male,Master's Degree,Marketing Manager,13,130000
27,Male,phd,Marketing Manager,4,55000
45,Male,Master's Degree,Marketing Manager,13,130000
27,Male,phd,Marketing Manager,4,55000
45,Male,Master's Degree,Marketing Manager,13,130000
27,Male,phd,Marketing Manager,4,55000
45,Male,Master's Degree,Marketing Manager,13,130000
27,Male,phd,Marketing Manager,4,55000
37,Male,Master's Degree,Marketing Manager,11,110000
50,Male,phd,Marketing Manager,18,180000
27,Male,phd,Marketing Manager,4,55000
35,Female,phd,Marketing Manager,8,80000
45,Male,Master's Degree,Marketing Manager,13,130000
27,Male,phd,Marketing Manager,4,55000
45,Male,Master's Degree,Marketing Manager,13,130000
27,Male,phd,Marketing Manager,4,55000
45,Male,Master's Degree,Marketing Manager,13,130000
27,Male,phd,Marketing Manager,4,55000
45,Male,Master's Degree,Marketing Manager,13,130000
27,Male,phd,Marketing Manager,4,55000
45,Male,Master's Degree,Marketing Manager,13,130000
27,Male,phd,Marketing Manager,4,55000
45,Male,Master's Degree,Marketing Manager,13,130000
27,Male,phd,Marketing Manager,4,55000
45,Male,Master's Degree,Marketing Manager,13,130000
38,Male,Master's Degree,Marketing Manager,12,120000
51,Male,phd,Marketing Manager,19,190000
28,Male,phd,Marketing Manager,4,55000
36,Female,phd,Marketing Manager,9,95000
46,Male,Master's Degree,Marketing Manager,14,140000
28,Male,phd,Marketing Manager,4,55000
36,Female,phd,Marketing Manager,9,95000
46,Male,Master's Degree,Marketing Manager,14,140000
28,Male,phd,Marketing Manager,4,55000
36,Female,phd,Marketing Manager,9,95000
46,Male,Master's Degree,Marketing Manager,14,140000
28,Male,phd,Marketing Manager,4,55000
36,Female,phd,Marketing Manager,9,95000
46,Male,Master's Degree,Marketing Manager,14,140000
39,Female,Bachelor's Degree,Marketing Specialist,10,65000
30,Male,Bachelor's Degree,Network Engineer,3,60000
40,Female,Bachelor's Degree,Office Manager,15,65000
45,Male,Bachelor's Degree,Operations Analyst,20,110000
48,Male,Master's Degree,Operations Director,18,190000
44,Male,Bachelor's Degree,Operations Manager,16,125000
50,Female,Bachelor's Degree,Operations Manager,22,160000
35,Male,Bachelor's Degree,Operations Manager,8,90000
33,Male,Bachelor's Degree,Operations Manager,6,75000
31,Male,Bachelor's Degree,Operations Manager,5,70000
33,Male,Bachelor's Degree,Operations Manager,6,75000
31,Male,Bachelor's Degree,Operations Manager,5,70000
33,Male,Bachelor's Degree,Operations Manager,6,75000
31,Male,Bachelor's Degree,Operations Manager,5,70000
33,Male,Bachelor's Degree,Operations Manager,6,75000
31,Male,Bachelor's Degree,Operations Manager,5,70000
33,Male,Bachelor's Degree,Operations Manager,6,75000
31,Male,Bachelor's Degree,Operations Manager,5,70000
33,Male,Bachelor's Degree,Operations Manager,6,75000
31,Male,Bachelor's Degree,Operations Manager,5,70000
33,Male,Bachelor's Degree,Operations Manager,6,75000
31,Male,Bachelor's Degree,Operations Manager,5,70000
33,Male,Bachelor's Degree,Operations Manager,6,75000
34,Male,Bachelor's Degree,Operations Manager,8,90000
32,Male,Bachelor's Degree,Operations Manager,6,75000
30,Male,Bachelor's Degree,Operations Manager,5,70000
32,Male,Bachelor's Degree,Operations Manager,6,75000
30,Male,Bachelor's Degree,Operations Manager,5,70000
32,Male,Bachelor's Degree,Operations Manager,6,75000
30,Male,Bachelor's Degree,Operations Manager,5,70000
32,Male,Bachelor's Degree,Operations Manager,6,75000
30,Male,Bachelor's Degree,Operations Manager,5,70000
32,Male,Bachelor's Degree,Operations Manager,6,75000
30,Male,Bachelor's Degree,Operations Manager,5,70000
32,Male,Bachelor's Degree,Operations Manager,6,75000
30,Male,Bachelor's Degree,Operations Manager,5,70000
32,Male,Bachelor's Degree,Operations Manager,6,75000
30,Male,Bachelor's Degree,Operations Manager,5,70000
32,Male,Bachelor's Degree,Operations Manager,6,75000
36,Male,Bachelor's Degree,Operations Manager,8,100000
33,Male,Bachelor's Degree,Operations Manager,7,85000
31,Male,Bachelor's Degree,Operations Manager,6,75000
33,Male,Bachelor's Degree,Operations Manager,7,85000
31,Male,Bachelor's Degree,Operations Manager,6,75000
33,Male,Bachelor's Degree,Operations Manager,7,85000
31,Male,Bachelor's Degree,Operations Manager,6,75000
33,Male,Bachelor's Degree,Operations Manager,7,85000
31,Male,Bachelor's Degree,Operations Manager,6,75000
33,Male,Bachelor's Degree,Operations Manager,7,85000
31,Male,Bachelor's Degree,Operations Manager,6,75000
33,Male,Bachelor's Degree,Operations Manager,7,85000
31,Male,Bachelor's Degree,Operations Manager,6,75000
33,Male,Bachelor's Degree,Operations Manager,7,85000
31,Male,Bachelor's Degree,Operations Manager,6,75000
33,Male,Bachelor's Degree,Operations Manager,7,85000
44,Male,Bachelor's Degree,Operations Manager,18,170000
36,Male,Bachelor's Degree,Operations Manager,9,110000
32,Male,Bachelor's Degree,Operations Manager,6,90000
36,Male,Bachelor's Degree,Operations Manager,9,110000
32,Male,Bachelor's Degree,Operations Manager,6,90000
36,Male,Bachelor's Degree,Operations Manager,9,110000
32,Male,Bachelor's Degree,Operations Manager,6,90000
36,Male,Bachelor's Degree,Operations Manager,9,110000
32,Male,Bachelor's Degree,Operations Manager,6,90000
36,Male,Bachelor's Degree,Operations Manager,9,110000
32,Male,Bachelor's Degree,Operations Manager,6,90000
36,Male,Bachelor's Degree,Operations Manager,9,110000
32,Male,Bachelor's Degree,Operations Manager,6,90000
36,Male,Bachelor's Degree,Operations Manager,9,110000
32,Male,Bachelor's Degree,Operations Manager,6,90000
36,Male,Bachelor's Degree,Operations Manager,9,110000
45,Male,Bachelor's Degree,Operations Manager,19,174000
37,Male,Bachelor's Degree,Operations Manager,10,113000
33,Male,Bachelor's Degree,Operations Manager,7,96000
37,Male,Bachelor's Degree,Operations Manager,10,113000
33,Male,Bachelor's Degree,Operations Manager,7,96000
37,Male,Bachelor's Degree,Operations Manager,10,113000
33,Male,Bachelor's Degree,Operations Manager,7,96000
37,Male,Bachelor's Degree,Operations Manager,10,113000
33,Male,Bachelor's Degree,Operations Manager,7,96000
37,Male,Bachelor's Degree,Operations Manager,10,113000
33,Male,Bachelor's Degree,Operations Manager,7,96000
37,Male,Bachelor's Degree,Operations Manager,10,113000
33,Male,Bachelor's Degree,Operations Manager,7,96000
37,Male,Bachelor's Degree,Operations Manager,10,113000
